"Renewable Electricity generation (GWh) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021"
"Azerbaijan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Azerbaijan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.129,0.129,0.129,0.387,0.200,0.200,0.800,2.911,4.568,35.250,37.200,39.300,44.200,47.000,55.200
"Georgia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.026,87.800,84.300,84.694,90.800,83.400
"Georgia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,9.026,87.800,84.300,84.694,90.800,83.400
"Georgia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Georgia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.492,0.677,1.278,3.556,5.999,23.325
"Russian Federation","Wind",2.000,3.000,6.000,9.000,7.000,7.000,5.000,7.000,5.000,4.000,4.000,5.000,5.000,5.000,5.000,6.000,6.000,6.000,76.919,151.021,1400.986,2897.417
"Russian Federation","Onshore wind energy",2.000,3.000,6.000,9.000,7.000,7.000,5.000,7.000,5.000,4.000,4.000,5.000,5.000,5.000,5.000,6.000,6.000,6.000,76.919,151.021,1400.986,2897.417
"Russian Federation","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Russian Federation","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.200,0.900,1.000,7.130,62.353,79.262,196.296,467.714,1116.490,1249.135,1453.311
"Türkiye","Wind",33.000,62.000,48.000,61.000,58.000,59.000,126.544,355.111,847.034,1495.369,2916.373,4723.873,5860.790,7557.507,8520.141,11652.487,15517.087,17903.815,19949.196,21730.713,24828.222,31436.749
"Türkiye","Onshore wind energy",33.000,62.000,48.000,61.000,58.000,59.000,126.544,355.111,847.034,1495.369,2916.373,4723.873,5860.790,7557.507,8520.141,11652.487,15517.087,17903.815,19949.196,21730.713,24828.222,31436.749
"Türkiye","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Türkiye","Solar photovoltaic",0.149,0.446,0.891,1.485,2.228,2.970,3.713,4.455,5.495,6.980,8.465,9.950,17.375,26.285,17.366,194.060,1043.138,2889.302,7799.798,9249.828,10950.180,13942.860
"Europe","Wind",22264.289,26751.780,36422.358,44850.677,59758.813,71551.580,83635.363,106151.716,121619.263,135195.168,151106.802,182761.361,209258.157,240516.191,258132.619,307629.270,307642.683,367188.619,383412.922,440787.778,489040.718,469280.699
"Europe","Onshore wind energy",22147.405,26595.795,35980.945,44010.798,58528.510,70113.997,81957.025,103881.163,118314.808,130843.592,143801.858,171537.817,195264.835,220887.066,234346.744,272513.538,268936.783,315979.138,324864.509,368530.435,400907.052,385962.639
"Europe","Offshore wind energy",116.884,155.985,441.413,839.879,1230.303,1437.583,1678.338,2270.553,3304.455,4351.576,7304.944,11223.544,13993.322,19629.125,23785.875,35115.732,38705.900,51209.481,58548.413,72257.343,88133.666,83318.060
"Europe","Solar photovoltaic",130.520,201.078,289.948,443.053,719.647,1495.387,2533.349,3818.396,7486.397,14087.795,22610.337,45787.050,68375.701,82480.542,94539.488,104915.695,108249.984,116579.466,124761.695,136883.006,163318.527,181369.639
"Albania","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Solar photovoltaic",0.000,0.136,0.272,0.272,0.272,0.272,0.272,0.272,0.272,0.408,0.544,0.767,0.924,1.030,1.188,1.428,1.360,1.200,1.334,22.196,32.265,40.770
"Andorra","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.199,0.242,0.261,0.508,0.561,0.723,0.938,1.259
"Austria","Wind",66.754,104.647,139.818,372.279,933.628,1331.277,1752.793,2037.185,2011.257,1954.040,2063.914,1936.196,2462.864,3152.433,3845.675,4840.321,5234.838,6571.511,6030.429,7450.076,6791.530,6740.042
"Austria","Onshore wind energy",66.754,104.647,139.818,372.279,933.628,1331.277,1752.793,2037.185,2011.257,1954.040,2063.914,1936.196,2462.864,3152.433,3845.675,4840.321,5234.838,6571.511,6030.429,7450.076,6791.530,6740.042
"Austria","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Austria","Solar photovoltaic",3.229,5.336,9.029,14.692,18.428,21.018,22.387,24.238,30.120,48.915,88.813,174.070,337.483,625.974,785.246,937.098,1096.016,1268.971,1455.132,1702.093,2042.934,2782.602
"Belarus","Wind",1.000,1.000,1.292,1.373,1.340,1.200,1.186,1.330,1.324,1.046,1.066,1.266,6.234,7.888,11.090,26.392,74.775,97.000,99.311,177.810,194.000,173.000
"Belarus","Onshore wind energy",1.000,1.000,1.292,1.373,1.340,1.200,1.186,1.330,1.324,1.046,1.066,1.266,6.234,7.888,11.090,26.392,74.775,97.000,99.311,177.810,194.000,173.000
"Belarus","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Belarus","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.845,7.466,28.091,89.000,177.000,181.000,176.000,173.800
"Belgium","Wind",16.000,37.000,57.000,88.000,141.454,227.000,366.259,491.098,637.012,996.000,1292.000,2312.000,2759.300,3665.000,4615.300,5574.000,5419.500,6520.700,7574.100,9755.400,12818.600,11997.600
"Belgium","Onshore wind energy",16.000,37.000,57.000,88.000,141.454,227.000,366.259,491.098,637.012,914.000,1102.000,1603.000,1905.300,2125.000,2399.100,2960.800,3029.400,3650.300,4163.000,4961.300,5844.900,5071.400
"Belgium","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,82.000,190.000,709.000,854.000,1540.000,2216.200,2613.200,2390.100,2870.400,3411.100,4794.100,6973.700,6926.200
"Belgium","Solar photovoltaic",0.000,0.000,0.000,0.000,0.658,1.340,1.623,6.058,41.388,166.008,560.000,1169.000,2148.000,2644.000,2886.300,3056.500,3095.200,3307.900,3903.400,4252.500,5112.200,5618.100
"Bosnia and Herzegovina","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,103.000,254.000,262.000,382.000
"Bosnia and Herzegovina","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.800,0.800,0.800,0.800,0.800,0.800,0.800,103.000,254.000,262.000,382.000
"Bosnia and Herzegovina","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bosnia and Herzegovina","Solar photovoltaic",0.000,0.000,0.000,0.116,0.232,0.348,0.348,0.348,0.348,0.348,0.348,0.348,0.405,1.553,8.313,9.477,23.607,21.000,21.000,30.000,45.000,72.000
"Bulgaria","Wind",0.000,0.000,0.000,0.000,1.000,4.587,20.047,46.802,121.758,237.009,681.369,861.095,1220.898,1373.512,1330.577,1451.511,1424.970,1504.064,1318.123,1316.988,1477.131,1433.561
"Bulgaria","Onshore wind energy",0.000,0.000,0.000,0.000,1.000,4.587,20.047,46.802,121.758,237.009,681.369,861.095,1220.898,1373.512,1330.577,1451.511,1424.970,1504.064,1318.123,1316.988,1477.131,1433.561
"Bulgaria","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bulgaria","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.060,0.167,3.267,14.865,100.862,778.696,1391.987,1256.651,1381.661,1387.990,1402.970,1342.788,1417.286,1468.720,1466.598
"Croatia","Wind",0.000,0.000,0.000,0.000,2.000,10.000,19.000,34.900,39.900,54.200,139.100,201.000,328.746,517.287,729.970,796.295,1014.248,1204.000,1335.400,1467.300,1720.700,2061.800
"Croatia","Onshore wind energy",0.000,0.000,0.000,0.000,2.000,10.000,19.000,34.900,39.900,54.200,139.100,201.000,328.746,517.287,729.970,796.295,1014.248,1204.000,1335.400,1467.300,1720.700,2061.800
"Croatia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Croatia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.120,0.137,2.404,11.283,35.174,57.264,65.541,78.700,74.900,83.100,95.500,148.900
"Cyprus","Wind",0.000,0.000,0.000,0.000,0.355,0.355,0.355,0.355,0.355,0.355,31.725,114.665,185.478,231.040,182.850,221.857,226.701,211.448,221.040,238.565,240.408,246.478
"Cyprus","Onshore wind energy",0.000,0.000,0.000,0.000,0.355,0.355,0.355,0.355,0.355,0.355,31.725,114.665,185.478,231.040,182.850,221.857,226.701,211.448,221.040,238.565,240.408,246.478
"Cyprus","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cyprus","Solar photovoltaic",0.000,0.000,0.000,0.000,0.452,0.566,1.002,1.743,2.555,3.835,6.393,11.937,21.545,47.105,83.590,126.659,145.937,172.013,199.493,218.267,295.608,468.338
"Czechia","Wind",0.885,0.000,2.016,4.893,9.871,21.280,49.400,125.100,244.661,288.067,335.493,397.003,415.817,480.519,476.544,572.612,496.957,591.038,609.330,700.014,699.083,601.534
"Czechia","Onshore wind energy",0.885,0.000,2.016,4.893,9.871,21.280,49.400,125.100,244.661,288.067,335.493,397.003,415.817,480.519,476.544,572.612,496.957,591.038,609.330,700.014,699.083,601.534
"Czechia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Czechia","Solar photovoltaic",0.050,0.081,0.116,0.184,0.291,0.414,0.592,2.127,12.937,88.807,615.702,2182.018,2148.624,2032.654,2122.869,2263.846,2131.455,2199.263,2364.775,2336.671,2337.850,2315.964
"Denmark","Wind",4241.000,4306.000,4877.000,5561.000,6583.000,6614.000,6108.000,7171.000,6928.000,6721.000,7809.422,9774.184,10269.940,11123.273,13078.504,14133.092,12781.731,14780.000,13901.955,16149.833,16330.214,16054.467
"Denmark","Onshore wind energy",4152.272,4218.087,4521.179,4811.713,5687.697,5721.417,5283.864,6199.996,6001.519,5445.224,5117.350,6369.574,6798.187,6772.180,7913.075,9300.406,8131.703,9600.228,9271.815,9952.264,9727.128,8461.630
"Denmark","Offshore wind energy",88.728,87.913,355.821,749.287,895.303,892.583,824.136,971.004,926.481,1275.776,2692.072,3404.610,3471.753,4351.093,5165.429,4832.686,4650.028,5179.772,4630.140,6197.569,6603.086,7592.837
"Denmark","Solar photovoltaic",1.000,1.000,1.000,2.000,2.000,2.000,2.000,2.000,3.000,4.000,6.027,14.940,103.861,517.541,595.518,604.262,743.780,751.485,952.973,963.269,1180.532,1308.929
"Estonia","Wind",0.000,0.000,1.000,6.000,8.000,54.000,76.299,90.783,133.453,195.553,276.992,368.659,433.517,529.039,603.680,715.000,594.000,723.000,636.000,687.000,844.000,733.000
"Estonia","Onshore wind energy",0.000,0.000,1.000,6.000,8.000,54.000,76.299,90.783,133.453,195.553,276.992,368.659,433.517,529.039,603.680,715.000,594.000,723.000,636.000,687.000,844.000,733.000
"Estonia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Estonia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.092,0.092,0.183,0.348,1.372,3.056,5.948,9.677,14.492,30.802,73.500,245.132,353.670
"Faroe Islands","Wind",0.300,0.300,0.550,2.990,8.000,10.000,15.000,15.760,13.000,15.000,13.600,14.500,10.800,21.800,34.500,55.800,52.100,59.700,63.800,52.600,47.100,54.100
"Faroe Islands","Onshore wind energy",0.300,0.300,0.550,2.990,8.000,10.000,15.000,15.760,13.000,15.000,13.600,14.500,10.800,21.800,34.500,55.800,52.100,59.700,63.800,52.600,47.100,54.100
"Faroe Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Faroe Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.169,0.177
"Finland","Wind",78.000,70.000,64.000,93.000,120.344,169.942,155.641,188.408,260.520,276.624,294.317,481.393,494.323,773.692,1107.172,2327.359,3068.041,4795.192,5838.668,6024.746,8255.676,8506.734
"Finland","Onshore wind energy",78.000,70.000,64.000,93.000,120.344,169.942,155.641,188.408,260.520,276.624,290.746,472.253,484.510,764.038,1097.520,2311.569,3056.000,4693.316,5600.887,5754.079,7950.670,8239.905
"Finland","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,3.571,9.140,9.813,9.654,9.652,15.790,12.041,101.876,237.781,270.667,305.006,266.829
"Finland","Solar photovoltaic",1.576,1.715,1.865,2.097,2.361,2.631,3.379,3.811,3.944,4.317,4.739,5.300,5.749,6.452,7.752,11.311,22.066,48.513,90.225,147.182,218.471,297.518
"France","Wind",48.160,131.240,265.590,387.750,594.850,962.570,2182.580,4070.110,5694.210,7911.570,9944.990,12371.619,15178.400,16126.737,17323.779,21420.602,21380.985,24609.437,28598.595,34721.683,39861.296,36831.352
"France","Onshore wind energy",48.160,131.240,265.590,387.750,594.850,962.570,2182.580,4070.110,5694.210,7911.570,9944.990,12371.619,15178.400,16126.737,17323.779,21420.602,21380.985,24609.437,28598.595,34721.683,39861.296,36831.352
"France","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"France","Solar photovoltaic",5.223,6.161,7.104,7.767,8.448,10.501,12.103,17.572,41.692,173.971,620.000,2333.809,4427.939,5193.598,6391.619,7753.821,8659.960,9586.610,10924.925,12329.801,13458.502,15732.436
"Germany","Wind",9352.000,10456.000,15856.000,19087.000,26019.000,27774.000,31324.000,40507.000,41385.000,39420.000,38547.000,49858.000,51680.000,52737.000,58497.000,80624.000,79924.000,105693.000,109951.000,125894.000,132102.000,114647.000
"Germany","Onshore wind energy",9352.000,10456.000,15856.000,19087.000,26019.000,27774.000,31324.000,40507.000,41385.000,39382.000,38371.000,49281.000,50948.000,51819.000,57026.000,72340.000,67650.000,88018.000,90484.000,101150.000,104796.000,90272.000
"Germany","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,38.000,176.000,577.000,732.000,918.000,1471.000,8284.000,12274.000,17675.000,19467.000,24744.000,27306.000,24375.000
"Germany","Solar photovoltaic",60.000,116.000,188.000,313.000,557.000,1282.000,2220.000,3075.000,4420.000,6583.000,11729.000,19599.000,26380.000,31010.000,36056.000,38726.000,38098.000,39401.000,43459.000,44383.000,49496.000,49340.000
"Gibraltar","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Greece","Wind",451.000,756.000,651.000,1021.000,1120.765,1266.452,1699.353,1818.000,2242.000,2543.000,2713.937,3315.227,3850.157,4139.136,3688.575,4621.019,5145.896,5536.987,6300.259,7266.347,9310.104,10482.981
"Greece","Onshore wind energy",451.000,756.000,651.000,1021.000,1120.765,1266.452,1699.353,1818.000,2242.000,2543.000,2713.937,3315.227,3850.157,4139.136,3688.575,4621.019,5145.896,5536.987,6300.259,7266.347,9310.104,10482.981
"Greece","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Greece","Solar photovoltaic",0.000,0.100,0.100,0.100,0.775,0.953,1.386,1.420,5.236,50.000,157.748,610.311,1693.986,3648.101,3791.885,3899.636,3929.716,3991.477,3790.652,4428.510,4446.854,5250.978
"Holy See","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Hungary","Wind",0.000,1.000,1.000,4.000,5.550,10.095,43.364,110.000,204.828,330.930,533.792,625.693,769.992,717.510,656.540,693.323,683.692,758.000,607.000,729.000,655.000,664.000
"Hungary","Onshore wind energy",0.000,1.000,1.000,4.000,5.550,10.095,43.364,110.000,204.828,330.930,533.792,625.693,769.992,717.510,656.540,693.323,683.692,758.000,607.000,729.000,655.000,664.000
"Hungary","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Hungary","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.550,0.650,0.850,1.444,7.908,24.620,67.000,141.000,244.000,349.000,629.000,1497.000,2459.000,3796.000
"Iceland","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.750,8.386,10.894,9.210,8.127,4.363,6.569,6.660,6.087
"Iceland","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.750,8.386,10.894,9.210,8.127,4.363,6.569,6.660,6.087
"Iceland","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Iceland","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.495,0.712,0.882,1.965,2.730,3.354,4.083,5.419,5.419,5.419
"Ireland","Wind",244.000,334.000,388.000,454.000,655.000,1111.910,1622.041,1958.371,2410.013,2955.217,2814.659,4380.315,4010.478,4541.514,5140.061,6572.998,6147.043,7444.037,8639.767,10019.485,11549.420,9775.912
"Ireland","Onshore wind energy",244.000,334.000,388.000,454.000,575.000,1031.910,1542.041,1878.371,2330.013,2875.217,2734.659,4298.315,3942.478,4463.514,5059.061,6491.998,6066.043,7363.037,8558.767,9938.485,11468.420,9694.912
"Ireland","Offshore wind energy",0.000,0.000,0.000,0.000,80.000,80.000,80.000,80.000,80.000,80.000,80.000,82.000,68.000,78.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000,81.000
"Ireland","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.424,0.476,0.542,0.646,0.699,2.068,3.666,6.104,11.778,21.977,39.508,61.788,92.980
"Italy","Wind",563.000,1179.000,1404.000,1458.000,1843.880,2340.592,2967.851,4034.359,4858.113,6539.063,9121.990,9848.490,13407.127,14896.962,15178.310,14843.882,17688.670,17741.909,17716.434,20202.042,18761.557,20927.303
"Italy","Onshore wind energy",563.000,1179.000,1404.000,1458.000,1843.880,2340.592,2967.851,4034.359,4858.113,6539.063,9121.990,9848.490,13407.127,14896.962,15178.310,14843.882,17688.670,17741.909,17716.434,20202.042,18761.557,20927.303
"Italy","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Italy","Solar photovoltaic",18.000,19.000,21.000,24.000,29.000,31.000,35.000,38.953,192.965,676.481,1905.661,10795.723,18861.732,21588.622,22306.365,22942.192,22104.259,24377.711,22653.838,23688.900,24941.504,25038.990
"Kosovo","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.000,0.000,0.380,0.354,0.118,0.345,29.753,90.649,90.300,126.316
"Kosovo","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,0.281,0.000,0.000,0.380,0.354,0.118,0.345,29.753,90.649,90.300,126.316
"Kosovo","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Kosovo","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.127,0.796,2.031,10.550,10.460,16.035
"Latvia","Wind",4.417,3.433,11.242,48.446,49.147,46.854,46.212,52.929,59.100,50.089,49.057,70.894,114.266,120.055,139.712,147.135,127.889,150.000,122.038,153.999,176.842,141.436
"Latvia","Onshore wind energy",4.417,3.433,11.242,48.446,49.147,46.854,46.212,52.929,59.100,50.089,49.057,70.894,114.266,120.055,139.712,147.135,127.889,150.000,122.038,153.999,176.842,141.436
"Latvia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Latvia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.067,0.099,0.235,0.382,0.440,1.273,3.137,4.847,6.797
"Liechtenstein","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Liechtenstein","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Liechtenstein","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Liechtenstein","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lithuania","Wind",0.000,0.000,0.000,0.000,1.000,2.000,14.000,106.000,131.000,158.000,224.000,475.000,540.000,603.000,639.000,810.000,1136.000,1363.800,1144.000,1499.400,1551.700,1361.700
"Lithuania","Onshore wind energy",0.000,0.000,0.000,0.000,1.000,2.000,14.000,106.000,131.000,158.000,224.000,475.000,540.000,603.000,639.000,810.000,1136.000,1363.800,1144.000,1499.400,1551.700,1361.700
"Lithuania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Lithuania","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.091,0.091,0.091,0.273,2.000,45.000,73.000,73.000,66.000,68.000,86.600,91.100,128.800,190.800
"Luxembourg","Wind",24.743,23.740,24.479,26.168,39.399,52.251,57.986,64.286,60.589,63.472,55.083,64.050,77.466,83.027,79.876,101.848,101.486,234.823,254.575,281.283,351.135,314.313
"Luxembourg","Onshore wind energy",24.743,23.740,24.479,26.168,39.399,52.251,57.986,64.286,60.589,63.472,55.083,64.050,77.466,83.027,79.876,101.848,101.486,234.823,254.575,281.283,351.135,314.313
"Luxembourg","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
