"Installed renewable electricity capacity (MW) by Region/country/area, Technology and Year"

"Region/country/area","Technology","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022"
"United States Virgin Islands","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100,0.100
"United States Virgin Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"United States Virgin Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.476,0.610,0.861,4.951,9.154,9.193,4.993,9.993,9.993,9.993,9.993,9.993
"Eurasia","Wind",22.000,22.000,26.000,28.000,28.000,33.640,71.640,158.640,376.640,806.640,1334.640,1743.640,2275.640,2775.340,3645.340,4524.500,5800.525,6565.675,7146.211,7782.981,9867.620,12651.900,13712.100
"Eurasia","Onshore wind energy",22.000,22.000,26.000,28.000,28.000,33.640,71.640,158.640,376.640,806.640,1334.640,1743.640,2275.640,2775.340,3645.340,4524.500,5800.525,6565.675,7146.211,7782.981,9867.620,12651.900,13712.100
"Eurasia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Eurasia","Solar photovoltaic",0.100,0.300,0.600,1.000,1.500,2.000,2.500,3.100,3.800,4.800,6.010,7.723,12.793,19.959,47.400,315.120,935.607,3677.353,5651.155,7328.475,8185.562,9689.016,11550.791
"Armenia","Wind",0.000,0.000,0.000,0.000,0.000,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.600,2.925,2.925,2.925,2.925,2.925,2.925,2.925
"Armenia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.640,2.600,2.925,2.925,2.925,2.925,2.925,2.925,2.925
"Armenia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Armenia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,2.400,17.320,21.100,50.500,146.100,235.195
"Azerbaijan","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,2.000,2.000,2.700,2.700,8.000,15.700,15.700,66.000,66.000,66.000,66.000,66.000
"Azerbaijan","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,2.000,2.000,2.700,2.700,8.000,15.700,15.700,66.000,66.000,66.000,66.000,66.000
"Azerbaijan","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Azerbaijan","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.100,0.300,1.000,1.000,1.000,2.400,4.800,24.900,28.400,34.900,33.100,35.100,47.900,50.900
"Georgia","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,20.000,21.000,21.000,21.000,29.000
"Georgia","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,20.000,20.000,20.000,21.000,21.000,21.000,29.000
"Georgia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Georgia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.387,0.533,1.007,2.800,4.724,18.366,23.366
"Russian Federation","Wind",3.000,3.000,7.000,9.000,9.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.900,10.900,10.900,51.900,101.900,945.300,1955.000,2218.000
"Russian Federation","Onshore wind energy",3.000,3.000,7.000,9.000,9.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.000,10.900,10.900,10.900,51.900,101.900,945.300,1955.000,2218.000
"Russian Federation","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Russian Federation","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.010,0.023,0.093,1.259,5.000,61.320,76.320,225.320,535.320,1276.320,1427.820,1661.020,1815.900
"Türkiye","Wind",19.000,19.000,19.000,19.000,19.000,21.000,59.000,146.000,364.000,792.000,1320.000,1729.000,2261.000,2760.000,3630.000,4503.000,5751.000,6516.150,7005.386,7591.156,8832.395,10606.975,11396.175
"Türkiye","Onshore wind energy",19.000,19.000,19.000,19.000,19.000,21.000,59.000,146.000,364.000,792.000,1320.000,1729.000,2261.000,2760.000,3630.000,4503.000,5751.000,6516.150,7005.386,7591.156,8832.395,10606.975,11396.175
"Türkiye","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Türkiye","Solar photovoltaic",0.100,0.300,0.600,1.000,1.500,2.000,2.500,3.000,3.700,4.700,5.700,6.700,11.700,17.700,40.000,249.000,833.000,3420.700,5062.608,5995.155,6667.418,7815.630,9425.430
"Europe","Wind",12753.915,17393.933,23289.111,28152.946,34320.367,40684.290,47918.900,56340.808,64055.294,75804.537,84920.019,94713.940,107192.451,118169.625,130198.201,143014.691,155727.185,170616.265,181787.748,196109.672,207883.448,222044.512,240284.732
"Europe","Onshore wind energy",12686.965,17317.983,23049.161,27643.596,33725.817,39999.740,47036.350,55259.258,62625.544,73683.687,81989.869,91173.330,102179.801,111486.075,122222.651,132019.141,143094.435,154814.065,163059.848,174142.872,182955.849,195646.113,210189.832
"Europe","Offshore wind energy",66.950,75.950,239.950,509.350,594.550,684.550,882.550,1081.550,1429.750,2120.850,2930.150,3540.610,5012.650,6683.550,7975.550,10995.550,12632.750,15802.200,18727.900,21966.800,24927.599,26398.399,30094.900
"Europe","Solar photovoltaic",200.100,300.360,384.994,623.771,1335.364,2315.507,3266.644,5039.675,10457.808,16835.295,30118.561,53564.141,71624.134,81876.468,88780.526,97288.990,103858.151,109983.428,119282.533,140056.811,160578.030,188189.033,222957.511
"Albania","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Albania","Solar photovoltaic",0.000,0.100,0.200,0.200,0.200,0.200,0.200,0.200,0.200,0.300,0.400,0.564,0.679,0.758,0.874,1.050,1.000,1.000,1.000,14.000,21.000,23.000,28.600
"Andorra","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Andorra","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.186,0.226,0.244,0.489,1.090,1.989,3.084,4.352,4.352
"Austria","Wind",50.000,67.000,109.000,322.000,581.000,825.219,968.269,991.159,991.974,1000.985,1015.828,1105.966,1337.150,1674.538,2110.275,2488.726,2729.996,2886.698,3132.713,3224.117,3225.979,3407.811,3735.811
"Austria","Onshore wind energy",50.000,67.000,109.000,322.000,581.000,825.219,968.269,991.159,991.974,1000.985,1015.828,1105.966,1337.150,1674.538,2110.275,2488.726,2729.996,2886.698,3132.713,3224.117,3225.979,3407.811,3735.811
"Austria","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Austria","Solar photovoltaic",5.000,7.000,9.000,23.000,27.000,21.018,22.387,24.238,30.120,48.915,88.813,174.070,337.483,625.974,785.246,937.098,1096.016,1268.971,1455.132,1702.093,2042.934,2782.602,3547.602
"Belarus","Wind",0.250,0.600,1.100,1.100,1.100,1.100,1.100,1.900,1.900,1.900,1.900,2.000,5.000,7.000,9.000,22.000,62.000,84.000,92.000,112.000,112.000,111.700,120.000
"Belarus","Onshore wind energy",0.250,0.600,1.100,1.100,1.100,1.100,1.100,1.900,1.900,1.900,1.900,2.000,5.000,7.000,9.000,22.000,62.000,84.000,92.000,112.000,112.000,111.700,120.000
"Belarus","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Belarus","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,4.000,6.000,47.000,80.000,154.000,154.000,160.300,163.400,272.500
"Belgium","Wind",14.000,26.000,31.000,67.000,96.000,167.000,212.000,276.000,324.000,608.000,912.000,1069.000,1366.900,1769.000,1932.700,2181.300,2333.800,2779.400,3304.900,3863.500,4672.700,4948.400,5251.400
"Belgium","Onshore wind energy",14.000,26.000,31.000,67.000,96.000,167.000,212.000,276.000,324.000,576.500,715.500,872.500,985.900,1061.300,1225.000,1469.300,1621.600,1902.200,2119.000,2308.000,2410.900,2686.600,2989.600
"Belgium","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,31.500,196.500,196.500,381.000,707.700,707.700,712.000,712.200,877.200,1185.900,1555.500,2261.800,2261.800,2261.800
"Belgium","Solar photovoltaic",0.000,0.000,1.000,1.000,1.000,2.000,2.000,20.000,62.000,386.000,1006.600,1978.600,2646.600,2901.600,3015.000,3131.600,3328.800,3620.600,4000.000,4636.600,5572.800,6012.400,6898.400
"Bosnia and Herzegovina","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,51.000,87.000,87.000,135.000,135.000
"Bosnia and Herzegovina","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,0.300,0.300,0.300,0.300,51.000,87.000,87.000,135.000,135.000
"Bosnia and Herzegovina","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bosnia and Herzegovina","Solar photovoltaic",0.000,0.000,0.000,0.100,0.200,0.300,0.300,0.300,0.300,0.300,0.300,0.300,0.349,1.339,7.166,8.170,14.120,16.000,18.150,22.350,34.890,56.510,107.465
"Bulgaria","Wind",0.000,0.000,0.000,0.000,1.000,8.000,27.000,30.000,114.000,333.000,488.000,541.000,677.000,683.000,699.000,699.000,699.000,698.390,698.920,703.120,702.800,704.375,704.375
"Bulgaria","Onshore wind energy",0.000,0.000,0.000,0.000,1.000,8.000,27.000,30.000,114.000,333.000,488.000,541.000,677.000,683.000,699.000,699.000,699.000,698.390,698.920,703.120,702.800,704.375,704.375
"Bulgaria","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Bulgaria","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.030,0.100,2.000,25.000,154.000,921.987,1038.535,1028.917,1027.888,1029.885,1030.701,1033.058,1044.390,1100.211,1274.713,1948.355
"Croatia","Wind",0.000,0.000,0.000,0.000,6.000,6.000,17.000,17.000,17.000,70.000,79.000,130.000,180.000,254.000,339.000,418.000,483.000,576.100,586.300,646.300,801.300,986.900,1042.900
"Croatia","Onshore wind energy",0.000,0.000,0.000,0.000,6.000,6.000,17.000,17.000,17.000,70.000,79.000,130.000,180.000,254.000,339.000,418.000,483.000,576.100,586.300,646.300,801.300,986.900,1042.900
"Croatia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Croatia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.300,0.300,0.300,4.000,19.000,33.000,47.800,55.800,60.000,67.700,84.800,108.500,138.300,182.300
"Cyprus","Wind",0.000,0.000,0.000,0.000,0.225,0.225,0.225,0.225,0.225,0.225,82.225,134.225,147.225,147.225,147.225,157.725,157.725,157.725,157.725,157.725,157.725,157.500,157.500
"Cyprus","Onshore wind energy",0.000,0.000,0.000,0.000,0.225,0.225,0.225,0.225,0.225,0.225,82.225,134.225,147.225,147.225,147.225,157.725,157.725,157.725,157.725,157.725,157.725,157.500,157.500
"Cyprus","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Cyprus","Solar photovoltaic",0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,2.000,4.000,7.000,10.000,17.000,35.000,64.000,76.000,84.000,110.046,118.479,151.261,229.134,314.523,431.000
"Czechia","Wind",2.000,0.000,6.400,10.600,16.500,22.000,43.500,113.800,150.000,193.000,213.000,213.000,258.000,262.000,278.000,281.000,282.000,308.205,316.200,339.414,339.424,339.414,339.414
"Czechia","Onshore wind energy",2.000,0.000,6.400,10.600,16.500,22.000,43.500,113.800,150.000,193.000,213.000,213.000,258.000,262.000,278.000,281.000,282.000,308.205,316.200,339.414,339.424,339.414,339.414
"Czechia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Czechia","Solar photovoltaic",0.100,0.100,0.200,0.300,0.400,0.586,0.841,3.961,39.500,464.600,1727.000,1913.000,2022.000,2063.500,2067.400,2074.900,2067.900,2075.438,2081.052,2110.669,2171.956,2246.091,2627.085
"Denmark","Wind",2390.015,2497.153,2894.531,3119.916,3123.712,3127.836,3135.696,3124.214,3162.870,3482.087,3801.829,3951.981,4161.941,4818.923,4886.403,5076.966,5245.142,5488.949,6122.660,6110.543,6267.033,7020.840,7087.840
"Denmark","Onshore wind energy",2340.065,2447.203,2680.581,2696.566,2700.362,2704.486,2712.346,2700.864,2739.520,2821.237,2933.979,3080.531,3240.091,3547.873,3615.353,3805.916,3974.092,4225.149,4421.860,4409.743,4566.233,4715.240,4782.240
"Denmark","Offshore wind energy",49.950,49.950,213.950,423.350,423.350,423.350,423.350,423.350,423.350,660.850,867.850,871.450,921.850,1271.050,1271.050,1271.050,1271.050,1263.800,1700.800,1700.800,1700.800,2305.600,2305.600
"Denmark","Solar photovoltaic",1.000,1.000,2.000,2.000,2.000,3.000,3.000,3.000,3.000,5.000,7.000,17.000,402.000,571.000,607.000,782.108,850.953,906.350,998.000,1080.000,1304.294,1704.041,3122.041
"Estonia","Wind",0.000,0.000,1.000,3.000,7.000,31.000,31.000,50.000,77.000,104.000,108.000,180.000,266.000,248.000,275.000,300.000,310.000,311.800,310.000,316.000,317.000,315.000,315.000
"Estonia","Onshore wind energy",0.000,0.000,1.000,3.000,7.000,31.000,31.000,50.000,77.000,104.000,108.000,180.000,266.000,248.000,275.000,300.000,310.000,311.800,310.000,316.000,317.000,315.000,315.000
"Estonia","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Estonia","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.100,0.100,0.200,0.380,1.500,3.340,6.500,10.000,15.000,31.900,120.600,207.670,394.770,534.770
"Faroe Islands","Wind",0.150,0.150,0.150,2.130,2.130,4.110,4.110,4.110,4.110,4.110,4.110,4.110,8.610,8.610,20.310,20.310,20.310,20.310,16.350,12.750,19.050,22.500,22.500
"Faroe Islands","Onshore wind energy",0.150,0.150,0.150,2.130,2.130,4.110,4.110,4.110,4.110,4.110,4.110,4.110,8.610,8.610,20.310,20.310,20.310,20.310,16.350,12.750,19.050,22.500,22.500
"Faroe Islands","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Faroe Islands","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.261,0.261,0.261,0.261
"Finland","Wind",38.000,39.000,43.000,52.000,82.000,82.000,86.000,110.000,143.000,147.000,197.000,199.000,257.000,447.000,627.000,1005.000,1565.000,2044.000,2041.000,2284.000,2586.000,3257.000,5614.000
"Finland","Onshore wind energy",38.000,39.000,43.000,52.000,82.000,82.000,86.000,110.000,119.000,123.000,170.700,172.700,230.700,420.700,600.700,973.000,1533.000,1971.300,1968.300,2211.000,2513.000,3184.000,5541.000
"Finland","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,24.000,24.000,26.300,26.300,26.300,26.300,26.300,32.000,32.000,72.700,72.700,73.000,73.000,73.000,73.000
"Finland","Solar photovoltaic",2.000,3.000,3.000,3.000,4.000,4.000,5.000,5.000,6.000,6.000,7.000,7.000,8.000,9.000,11.000,17.000,39.000,82.000,140.000,222.000,318.000,425.000,590.600
"France","Wind",38.000,66.000,138.000,218.000,358.000,690.000,1412.000,2223.000,3403.000,4582.000,5912.000,6758.016,7607.496,8155.961,9201.425,10298.177,11566.562,13499.352,14900.143,16426.852,17513.998,18739.978,21119.978
"France","Onshore wind energy",38.000,66.000,138.000,218.000,358.000,690.000,1412.000,2223.000,3403.000,4582.000,5912.000,6758.016,7607.496,8155.961,9201.425,10298.177,11566.562,13497.352,14898.143,16424.852,17511.998,18737.978,20637.978
"France","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,2.000,2.000,2.000,2.000,482.000
"France","Solar photovoltaic",7.000,7.000,8.000,9.000,11.000,13.000,15.000,26.000,80.000,277.000,1044.000,3003.574,4358.754,5277.289,6034.418,7137.517,7702.081,8610.437,9672.296,10807.874,12055.975,14810.383,17410.383
"Germany","Wind",6095.000,8754.000,12001.000,14381.000,16419.000,18248.000,20474.000,22116.000,22794.000,25732.000,26903.000,28712.000,30979.000,33477.000,38614.000,44580.000,49435.000,55580.000,58721.000,60742.000,62201.000,63833.000,66294.000
"Germany","Onshore wind energy",6095.000,8754.000,12001.000,14381.000,16419.000,18248.000,20474.000,22116.000,22794.000,25697.000,26823.000,28524.000,30711.000,32969.000,37620.000,41297.000,45303.000,50174.000,52328.000,53187.000,54414.000,56046.000,58165.000
"Germany","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,35.000,80.000,188.000,268.000,508.000,994.000,3283.000,4132.000,5406.000,6393.000,7555.000,7787.000,7787.000,8129.000
"Germany","Solar photovoltaic",114.000,195.000,260.000,435.000,1105.000,2056.000,2899.000,4170.000,6120.000,10564.000,18004.000,25914.000,34075.000,36708.000,37898.000,39222.000,40677.000,42291.000,45156.000,48912.000,53669.000,59371.000,66662.000
"Gibraltar","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Gibraltar","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Greece","Wind",226.000,270.000,287.000,371.000,470.000,491.000,749.000,846.000,1022.000,1171.000,1298.000,1640.000,1753.000,1809.000,1978.000,2091.000,2370.000,2624.000,2877.495,3589.000,4119.250,4649.130,4879.130
"Greece","Onshore wind energy",226.000,270.000,287.000,371.000,470.000,491.000,749.000,846.000,1022.000,1171.000,1298.000,1640.000,1753.000,1809.000,1978.000,2091.000,2370.000,2624.000,2877.495,3589.000,4119.250,4649.130,4879.130
"Greece","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Greece","Solar photovoltaic",0.000,1.000,1.000,1.000,1.000,1.000,5.000,9.000,12.000,46.000,202.000,612.000,1536.000,2579.000,2596.000,2604.000,2604.000,2605.530,2651.570,2833.794,3287.720,4277.420,5557.420
"Holy See","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Holy See","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Hungary","Wind",0.000,1.000,1.000,3.000,3.000,17.000,33.000,61.000,134.000,203.000,293.000,331.000,325.000,329.000,329.000,329.000,329.000,329.000,329.000,323.000,323.000,324.000,324.000
"Hungary","Onshore wind energy",0.000,1.000,1.000,3.000,3.000,17.000,33.000,61.000,134.000,203.000,293.000,331.000,325.000,329.000,329.000,329.000,329.000,329.000,329.000,323.000,323.000,324.000,324.000
"Hungary","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Hungary","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.400,1.000,1.000,2.000,4.000,12.000,35.000,89.000,172.000,235.000,344.000,728.000,1400.000,2131.000,2968.000,2988.000
"Iceland","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.000,3.000,3.000,2.430,2.400,2.400,1.800,1.800,1.800
"Iceland","Onshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,2.000,3.000,3.000,3.000,2.430,2.400,2.400,1.800,1.800,1.800
"Iceland","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
"Iceland","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.640,0.920,1.139,2.539,3.527,4.333,5.275,7.001,7.001,7.001,7.001
"Ireland","Wind",116.500,122.900,134.800,210.300,336.400,493.300,676.500,740.500,942.300,1251.300,1390.400,1584.600,1704.350,1923.300,2283.250,2451.150,2801.650,3319.150,3673.850,4126.450,4306.700,4339.041,4619.041
"Ireland","Onshore wind energy",116.500,122.900,134.800,210.300,311.200,468.100,651.300,715.300,917.100,1226.100,1365.200,1559.400,1679.150,1898.100,2258.050,2425.950,2776.450,3293.950,3648.650,4101.250,4281.500,4313.841,4593.841
"Ireland","Offshore wind energy",0.000,0.000,0.000,0.000,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200,25.200
"Ireland","Solar photovoltaic",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.617,0.693,0.789,0.940,1.017,1.629,2.352,5.927,17.135,31.972,57.478,89.892,135.272,135.272
"Italy","Wind",363.000,664.000,780.000,874.000,1127.000,1635.000,1902.000,2702.000,3525.000,4879.000,5794.000,6918.000,8102.000,8542.000,8683.000,9137.000,9384.000,9736.578,10230.246,10679.460,10870.622,11253.733,11779.733
"Italy","Onshore wind energy",363.000,664.000,780.000,874.000,1127.000,1635.000,1902.000,2702.000,3525.000,4879.000,5794.000,6918.000,8102.000,8542.000,8683.000,9137.000,9384.000,9736.578,10230.246,10679.460,10870.622,11253.733,11749.733
"Italy","Offshore wind energy",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,30.000
"Italy","Solar photovoltaic",19.000,20.000,22.000,26.000,31.000,34.000,45.000,110.000,483.000,1264.000,3592.000,13131.000,16785.000,18185.000,18594.000,18901.000,19283.000,19682.293,20107.589,20865.275,21650.040,22594.257,25076.557
"Kosovo*","Wind",0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000,1.000,1.000,1.000,33.750,33.750,33.750,33.750,138.750,138.750
